label,clean_text
1,you beyond wonderful your singing prowess phenomenal damn elated watch act #thisisus
1,snow pig hilarious lmaooo
0,disconnected whilst holiday move house october #furious
2,remember awestruck looking around thinking you could fit entire population town ten times
0,cheery fucking note good night shit heads
1,rockin bob dylan singin bob dylan dream lpco klassic rock #classicrock #klassicrock #rocknroll #blues #onlineradio
0,musician tell people get discouraged learning shitty instruments anything else
1,still find pleasing
0,ummm blog says simon stehr faking expect investigation forthwith this #outrage
0,yes get much next guy bikes blues amp bbq frustrating amp loud ppl traveling come
2,let know #sober
0,omg someone asked sit reluctantly moved huff biiitttccchhhhhh
1,can even believe seeing set anxiety
0,disabled access pontefract monkhill #terrible
3,seriously miss #ahsaftershow need talk mamasitas hunks horror
2,people want pine ridge little wound oelrichs starting think transferring wanna stay cloud decisions man
0,genuinely think anger issues
1,pet store worker ask want play exhilarating feeling
0,inner conflict happens odds honor values priorities #anger #innerconflict #conflict #values
2,update yet hang still hopeful
1,watch amazing live broadcast #lively #musically
0,chart music pretty much all #horrific
3,dreams dashed divided like million stars night sky
3,drop snapchat names #bored #swap #pics
0,mean offend anyone literally blames everything white people cases true lot times
2,really care like state would seriously address sensitivity training employees
3,mary berry mel sue gone principles gone fame fortune #gbbo #depressing
0,get work fire drill #fire #outthere #inthedark
0,resentment rlly shit
1,well sting cactus loser leaves wcw match bash beach lol
2,hope instinct reasoning human mind could kill animal never knew despair
0,nation large part population living #fear police neither #great #free actually #fascist nation
0,watch memes amp statements designed make feel outrage give anything situation
2,takes man suffer ignorance smile matter say
3,sorry #offend griffin
0,repeal remove johnson amendment direct affront first amendment constitution
0,breakfast seen blew cereal #sink
3,learning use twitter #lost
0,angry already
0,what horrible track lakeside
2,try find good negative the negative turn good #anxietyrelief #openminded
1,ciara asks sci movie julie amp jen stare claire phone joey bolts cab honks lmao #hilarious
1,see october ready tear #keeptalkin #wreckinso #the #brandonmanitoba #country #rock #blues
1,sharpened pencil today sharpened since #exhilarating
1,love #memories randomly pop ninto head #smiling like n#idiot ages
3,profiling doesn discourage september edt #terror #trump #fail
0,ordered last night paid next day didn bother fufill order now working days refund
1,omg you got watch new series this wow best show seen long time #tears #moretears
3,chalk dance notation entree manchester inasmuch corinthian products discourage drag branding arwuevfqv
1,fingers slide along thighs caressing skin leaning first lick teasing playful
1,watch amazing live broadcast #lively #musically
1,average massif
0,people angry toward veggie burgers wtf
2,believe women fiery month struggle struggle develops strong character
0,what fuck even fucking horrific
0,charisma guess like people looked coked speak school bully
1,insult compliment told look like really happy duck
2,little bit extra money would blow whole paycheck one two concerts #serious
1,watched season episode twice already and still joyful planning watching
0,lives attached real estate shall come trash cameras angry race
0,should give windy tiger ankle wrist tapes include character specific details burning fox
3,last night stomach hurting today horrible headache never win
1,floated like butterflies now sting like bees
3,although expect trumpie understand difference real things pretend things #sad
0,mad tilting slightly irate cool
0,but arms focused rage overpowered getting nerfed still stronger fury though
1,watch amazing live broadcast #lively #musically
3,afraid love afraid loved back
0,one person ruins season angry
0,white people irritate
1,love parody accounts well done vote #trump #lol
0,recommended reading prisoners hate aaron beck #anger
0,decorations jersey already #outrage
0,that person get bitter seeing ravi stans
1,got much fan vixx keep smiling
3,unmatched party specialist #serious #job #titles
1,come girl shake ass
1,guys lessons via skype contact info #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues
3,believe work meaningful clients would agree end day feel like pawn lost chaotic world
0,hey white people #offended people refer cock asian #noseriously
0,apparently nothing like terror cops black people
1,and thus begins week holiday n#holiday #cheering #ghastinoir #rest
2,#dread called #locks
0,today horrible half day
3,the contention hosting nation camden empty
0,how natalie one top three favorites #toofaced #bitter
3,miss
3,perched unfortunately wrapped heavy chains #sink
0,still log fucking snapchat #snapchat
2,want perfect boring dull
0,cam cannot serious post stupid ass font uses would better say nothing
0,well archie offense kinda old
0,approaching #terrorism anti racism pov futile instead promote prejudice towards racism that way battlefield
0,tweet shit like come back haunt like ones
0,outrage tweets jokes attention exactly wants meant defense
0,good luck fury haney players playing weekend future stars showcase frisco #kgb town #fury
0,absolutely raging changes cas joke
3,please bear twitter savvy real life facebook person help gain followers #blog #selfhelp #depression
0,insult sounds like job well done red done job suppose #justsaying
0,fuming
3,the thtest match would odi national colors #nightmare #hitter
0,haters like crickets chirp day walk past shut fuck idol
3,clue charger #lost
1,yeah felt dumb like think would known animated least lmao
0,when break record #madden wish say shit every rush like broke record #shutupphilsimms
0,let rage
3,sure half stars get together break affairs let porn vids slip fight ect etc ratings #sad
0,whaaaat hell jealous got paid fuck whole new level #anger #love #conflicted
0,holiday next round fuming
0,who hell drilling outside house literally got sleep half four busy shift twats woken #fuming
0,you thief liberal mope investigated financial services board theft govt retirement funds thief
3,how help someone #depression believe trust therapists
0,can start get chris sutton campaign spread work #terrible #pundit #noclue
3,saw dreams dashed amp amp divided like million stars night sky wished amp amp sparkling amp amp broken
1,bout get #icantholdmybreaththatlong
1,inglorious distinguished try auction joviality touching back side auction otherwise advance order vawyzad
0,omg heard dads alarm really time
0,fuming
0,some bloke train obviously trying provoke west ham fans loudly slagging stadium mate phone
3,another grim amp compelling news report blockade aid starving #yemen #bbc #dosomethingpoliticans
2,can start get chris sutton campaign spread work #pundit #noclue
1,reveal broad smile yeah nice npursing lips stifled joyous expression order
1,big thanks brad pitt trashy ways brought modicum levity otherwise lame week political
0,dirty self loathing attitude mope talking
2,may right since year bad events begin privately hoping got least
3,kinda depressing hey
1,delight lane tonight witness debuts young talent could backbone club #coys
0,angry
0,kenny born nme washington nkenny fucking liar born fiery pits hell
0,zero help customer service just pushing buck back forth promising callbacks happen #anger #loathing
1,omg kissed #shy
0,#epipen public outrage occurs expand #pap patient assistance progrm coupons rebates #mylan #epipen
0,how earth projection good happy true soul poisonous fucking snake #patronus #adder #offended
0,say words radical islamic terrorist somehow make terror groups drop weapons
0,and pisses killed people surrendered hands hands visible fearing life
0,fuming word
1,aww thank definitely feeling much better today messages cheer
0,gonna kind community raids wrath machine drops
0,zero help customer service just pushing buck back forth promising callbacks happen #loathing
0,virtually every statement countries #un referred #terror main threat peace #pak still denial
3,actually maybe supposed die donation saved lives
0,this anger inside turned fuel burned watched spin like inferno types
0,india react uri attack
0,pure driven snow pissed multiple rabid dogs
0,gerrard awful
0,madrid playing awful modric minutes bernab stadium long viallreal never
1,#ukedchat just outside gym hall play #education #learning
3,btw lied remain dry remainer tears just accept #lost
3,restless
3,tune snapchat beans funereal
0,know worst purpose
1,lady foyer #afraid tweeting #moscow fortified good #lord amp #jd reply fear russian cept #wife
2,losing villa most things people worry things even matter months
3,probably useful women dealing reading article woman harassed subway
1,the amount laughter ready leave body united lose unreal
2,baal dashed forward boosted forward power flight her sword pointed void meant stop short
2,everything ever wanted side fear george addair #thursdaythoughts #yourpushfactor #fear #life #quote
3,honestly today felt like maybe track
3,amp christie what would peter dardanella think knowing #poorthings #shy
3,yes look despair
3,got #serious #hyper #predator #heckler situation
3,never leave alone credit card nope nope mope
0,the irony last republicans likely watch fox news distrust news media yet see fox lies
3,never ever unhappy life lmao
3,come funeral tomorrow mourn death gpa
1,come join #cakeclubhour tomorrow afternoon #bizhour #chirp
0,and cover police shootings fairly well dont want miss chance bully
3,some people protest adrenaline rush #depressing
1,discovered send animated gifs updated imessage
0,wait get case ass donald trump called terrorism before facts guess
0,get angry people know stop sign francis foster #road #rage
0,tired people pretending islam one misogynistic religions coincidence muslim countries terrible women
1,game day minus
1,joyous worried would disappointed most definitely #chickflick #giggles #comethefuckonbridget
1,drove way long day spend min holding make feel better how get lucky #lucky #happy
2,when weak amp despair mighty god near give strength amp joy amp hope amp calm inner fear faith amp trust
1,there something satisfying opening old doc file able check things done
3,dread think
0,why puerto rican taino hair black nose gotta ruffle targeted feathers
3,exact minus beer sadly
3,home sick the blues cure need ideas #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa
3,nervous could puke
1,watch amyah throw temper tantrums gets mad something like damnit nothing laugh
1,school classmate music class sang hallelujah like god friend breathless
0,#threaten kill #kapernick kneeling say every athlete stop playing social justice equality comes forth
1,would get decent referees
0,baskets better bad mood someone irritate practice please
2,room jokes hockey this serious business made teams fill tournament
3,jorge deserves honestly weak #revolting dayfiance
0,fuking fuming
1,shady one jongdae rumoured girlfriends going wgm saying joyed joyed #bitter
0,years irrelevant its absolute joke #manutd #ticketing #noloyalty #joke #notimpressed
0,yikes the wrath maddie
0,that gosh darn terrific check brown people shucks let make law say brown people
0,ever put fist laptops screen time new one lmao #rage #anger #hp
0,pretty dejected fancam way #scfc #tbptv
3,there many things care many things speak heaviness even released
2,agree those latest polls
0,another raging storm brought emotions sorry everyone enjoy thunder
0,people trying hard hate cam newton without understanding position
0,some comments tweets make people realize black americans feel way
0,shew that #awful
3,high school remember helping neighbors clean back home greenville pretty sobering stuff #sadness
0,appreciate half truth don let good judgement swayed realm propaganda state sponsor terrorism
3,hate knowing get half gym morning depressing
0,even beef sara let anger get best sagin friends long
2,life short dont shoot worries sadness grief
0,terrorism booming industry pak govt oblivious fact happens within territory talking kashmir deranged
3,heart sunk
0,bes you tell true blooded hoopjunkie switch team juz destroyed team you juz #insult
1,showed really lively performance lot different emotions sticking one and freaking awesome
3,seem alternate sleep full sleepless nights tonight sleepless one #insomnia #anxiety #notfair
2,#monster #monster view
0,leafy roast pokemon kid outrage means relevant mean kisses
1,good morning welcome new day life heart #mindfulness #smile #zen
3,wanna pop pills sedate wake tomorrow
1,true rejoicing fact signed quality young need one least mebbe
0,your stomach growl woke huh
3,omg grim
0,rhobh want assume affair married criticize
1,how cool would animated scene
1,wanna fright fest squad
0,#rage the #crookedcourt said #rage many times explain away brutal killings #petits #hayes amp #komisarjevsky
1,blues bob haddrell amp guests nfri sep #blues #free #tunbridgewells
0,know painted quite grim picture chances but simply stand surely die
0,delays streatham cmn clap junc amp train took mins mins journey missed trains reading #fuming
0,saying might like big foot might like natural biological father says blood boiling cross
3,get parents literally see unhappy lately
3,agree those latest polls #alarming
1,cheery ghost
0,just found tonight son practical work counting towards gcse exam thought stem rage
3,think humans sense recognizing impending doom #anxiety
0,tfw fans panic cuz think cut hair
0,dogs making ridiculous sounds right like high pitched gargle growl
3,scott dann injured aka worst nightmare
3,wow watched before you seriously one depressing movies life
0,remember joey slagging england player bringing books crap tournaments crap player
1,one wants win wild card play cubs road
0,last product buy promise absolutely #terrible #customerservice
1,filming smile please
1,just watched django unchained other people may frown titter delight
3,missing test match today able witness like watching india #shy #indvsnz thtest
3,came work today hours late thing hear big boss waiting office #panic #hatebeinglate
0,lol actually dropped top table surprisingly arms warrior top dps moment #shocking
0,dont understand videos every week spend time family instead working horror #takeabreak
1,#sports top seed johnson chases double delight tour championship
3,just wish appreciated when turn taken care want break #tired #lost
0,wow bill hav text prove taken #swines #fuming #con
3,when surfer girl speak language anymore #justsaying #sadness
3,got paid vacuum rat poop never dull day biology department
3,find sadness graham lyrics
0,lovely brownie calling tuppytupperware awful
0,holy shit bee sting like fuck dying
3,gonna loooooong year browns fan longer normal #sad
3,hate gloomy outside always gets depressing mood
3,the last weeks dreadful opening old #wounds #gossip others evil spill thier lips #melancholy #sadnnes
1,nawaz sharif getting funnier day day #laughter #challenge #kashmir #baloch
1,absolutely fucking killed mins later still crying laughter grindah grindah hahahahahahaha
1,where great places listen blues #nightlife #nightlifeent #blues #jazz #gatewayarch #stlouis #washingtonave
3,that disappointment nhe fakes pout starts chuckle
0,how america openly embracing racism
0,biggest fears incurable std pregnancy mean basically thing anyway #forlife #annoying #irritation #weirdsmells
0,regardless lets say permit the permit excuse allow threaten officer expressed implied
0,hate ideas afraid share
0,killed spider big sprayed spider guts like horror movie n#ugh #revenge
0,connivers blind existential fury
3,sorry missed stayed late working pondering life
0,maybe transgender media would cover
2,much animosity towards loki fighting battle surely best use energy
1,nice idea collect relevant socialmedia one but dont automatic pls #worldsapp #chirp #appsworld #socialmedia merci
0,boycotting till butter pecan comes back furious
0,this book fricking insane like holy crap
3,ages since ive shawarma stomach
1,everyone sparkling water bomb drink mix stuff
3,impression stop frisk concern many nyc didn deblasio rein
1,job interview loughborough next month
1,know right tinge thought glad six bsg though happy show stayed consistent break
3,sad making children vulnerable terror
0,bet fuming draw
2,everything ever wanted side fear george addair #thursdaythoughts #yourpushfactor #life #quote
1,first college math test tomorrow
3,never find exact #emoji exact moment need
3,think yawning actor died drug overdose
0,all weary task fordone nnow wasted brands glow nwhilst scritch owl scritching loud n#amndbots
0,this uber driver tried amp feel wrath
1,wagging tail praise paused tilting head took frisbee letting playful
3,the voice miley alicia year longer contestants #sad
0,cruel cruel man #therewillbeblood
3,kernel panic sweating sneezing hiccuping snot tears crying clearly body issue chilli
1,never dull moment talking nell
1,feel blessed work family nanny nothing love amp appreciation makes smile
0,nightmare
1,gloomy day cuddled bed watching brendon covering songs couldnt relaxed happy
1,man know juggle balls #funny #pun #punny #lol
1,#ff love amp support always eliza neals rocks #blues #music #friends
0,okay annoyed done good job
0,people country million going ruin whole country people
0,sense taking wrath innocent people think police shot innocent man #makeamericasafeagain
0,now call gameface #gameface #intimidate
0,all hell breaking loose charlotte #charlotteprotest #anger #looting
1,historically japanese always #jazz #blues the dark age jazz big names like amp surviving tokyo
3,not written african american nno refuge could save hireling slave nfrom terror flight gloom grave
3,excitement weekend pure dread
1,stk expensive rather take bigger female tiff you see slim loves eat
1,just died laughter seeing
0,stupid people piss busted ass coworker takes tips thnx nothing #angry #thatsmyluck
0,block everyone everywhere posting storm think everyone aware damn rain quit #damn #rage
3,been since too scared back sleep #nightmare feeling scared
0,these people irritate swear goin sleep
0,democrats voters zero tolerance honesty they associate honesty anger hate
3,often conflate two depression sadness different this reminded #mhchat
2,dyslexia affliction frozen genius stephen richards
1,#firsttweetever sippin #hotchocolate wondering #why finally gave haha #hellloooootwitter #facebookisforfamily
3,call laying bed moping like intend next months
0,average massif #shocking
0,#voteyourconscience succumb #fear #scary #dangerous #alarmist #patriotact platform
3,how possible cheery earlier worst mood possible
3,die depression
0,got hacked gaming channel grim evil wood clowns yesterday september september today
3,feel like lost family member
0,officialy adopting #burhanwani #hizbul terrorist #pakistan #nawazsharif cardinal mistake day tht haunt years #unga
2,better really stupid worry
3,#fibromyalgia really bad lately good mental state feel overwhelmed #anxiety #bipolar #depression
0,lysol got stuck spray position slowly suffocating trash smells like febreeze factory
0,candice standing pout face aggravates every week
0,when forget mention bought dreamboys tickets #raging
3,way thinking wants absolute hope born absolute despair
3,our soldiers war zones held higher level rules engagement police officers #sad
2,door cleared throat trying dispel nervousness left
2,optimism may sometimes delusional pessimism always delusional alan cohen #believe
0,bloody right #fume
2,the ecosystem meant break thru wall #apprehension easy follow fave music star amp watch goings #dentists
0,highly suggest looking online company help send package overseas not ever ever use #horrid
1,boys pictures cocks the best one get uploaded #cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute
2,winners afraid losing but losers failure part process success people avoid failure also avoid success
3,the immense importance football sometimes scary when win responsible many unhappy people arsene wenger
0,literally nicole already chance played shitty seasons #bitter
1,thanks playing crock pot going #radio #blog #blues #music #indiemusic
0,contact shocking experience clear sky holidays booked guys #customerservicefail #dreadful
0,stuck infuriate scrum hegemonists #scrum #scrum #stuck
3,mourn kid cudi cause travis scott
0,rhobh want assume affair married criticize #awful
0,and momma worse tony sopranos momma #wow #history #major
0,with frown let distraught gardevoir saying wishes trainer
1,pops joyless soulless toys look nearly identical they perfect expression consumerism enjoy franchise
0,anychance addressing communication sent yesterday still contact #shocking
3,thiza what happens tell pregnant via home test amp nurse later tells false alarm amp bae excited
3,car dented from the hail sad
3,most people never achieve goals afraid fail
0,apparently contact sofas meant delivered today old ones gone sitting floor sofas
3,like hope offend commentary intending
3,literally nicole already chance played shitty seasons
3,miss nothing someone care attacking face kisses #foreveralone #bitter
1,the boys rejoice badger corner reclaimed first social year #cluboftheyear
0,people cheer sports teams completely outside new jersey piss
3,specific areas care like clothes much mother dismay
0,dear hipster behind game finding hard pay attention talk politics grapes wrath shut
0,agree rioters destroy property injure citizens threaten lives need zero tolerance policy riots
1,recording #fnaf facetime mum let know okay let high pitched scream #suchagirl
3,hmm know many short confidence wish one
3,just laying here can sleep some reason
0,dentist said going numb front lip feel got lips like pete burns she right
3,heyyyy warriors #anxiety #panicattacks
0,watch ppl filled impotent rage time led anything
1,just #efficient #great #smiling service store impressive team geniuses ready redefine customer service
0,taking offense acount ranks last years sabr
0,cuz even bible talks son coming back fiery sword got mother they called whore revelations
1,gonna loooooong year browns fan longer normal
3,lisa getting want time ultimately leave unfulfilled joyless
3,bojack horseman saddest show ever written #depression #season
3,feels tired also restless scrolling music player playing music
0,arguing people work anyway threaten put death camps
3,omg horrific something needs done
0,dont sit take spry young children
3,synth backing tracks sadness n#depresspop #dark #alt #fuckingmeup
1,indian time already birthday have stupendous birthday wish success laughter lots love hugs
0,thanks ripping #luthansa enough one way flight man frk bag free gate #awful
1,love new show
0,jeans fake pockets
0,romero rojo blind memphis rooney this nearly starting line wanna punch face rather shake hand
0,ugh want punch wall every time use literally worst product ever made #windows #awful #killme
0,yeah bad part #terrorism #terror muslims ones leaving #obamalegacy #nationalsecurity #disaster #obama
0,surprised would fuming
1,expected thought
0,minding business grinding relentless
0,when talkin know know talkin bout new shit chuckin deuces #kanye
0,today alarm shows unprepared professors students comes emergency protocols know
0,productive week half kalil horrible strongest asset currently
0,the hilarity people realising racism racism regardless whether one uses choice words hilarious
2,agree btw seen granger that episode knew anna coming back conversation start
1,styles love zales three sparkling styles love stop shop store today
0,rabid grizzly bears going scatter neighborhoods america nthey poor refugees n#inyourneighborhoodnotdc
2,often imagine hoe moon would feel meeting jovial moons special
1,watching first cage death word tremendous
3,come let whatever #dismal
0,panpiper playing big river outside the bridges #outrage
1,dark dense exhilarating come finale #hellorhighwater gripping watch
2,sparkles proud little huff still posing mind
0,mad power rangers incensed furious
2,biblemotivate are worrying worried peter nthrow worry cares #faith #leadership #worry #mindfu
0,worst attended worth one worst cons last years #terrible
2,step boiling broccoli tbh
1,excited #firstdayoffall amp rest season #halloween #scare events covering next week
0,hell hath fury like women scorned affair not parenting
3,need sta dating bored #redheadteen #boldandbeautiful #lost aday single men dating schkeuditz
3,think sadness felt strongly physically mentally feels like takes hard focus work #mhchat
3,wished sis midnight received reply sis just wished got reply you know fav
0,lisa asked started raging call heh
0,wee cunts playing chappy street got shoes chase scare fuck
1,#cureforinsomnia and left said doom amp gloom the trump train much fun
0,people need look definition protest what protesting called vandalism #stop
3,some questions get twitter make want despair battered complain convinced things could better
0,tasers immobilize taser someone fuck need shoot one second later this really sick #wtf #murder
0,time man got paid throw temper tantrums speaks gotta listen
0,just reverse half way woods collect dog never even reverse parked life
2,hartramsey suplift still discouraged means listening wrong voices amp looking wrong source look lord
3,can back weeks start this seriously dreadful
3,wish harry would start tweeting people
0,turning why surprised late work #fuming
0,and even going get discriminatory several religions mandate followers let hair dread
0,fucking mad blood boiling
3,age times beautiful #sad
0,people smoke cigarettes irritate soul
0,being playful shit
0,mou jovial trying impress players much player bigger manutd saf tolerate
1,wished #hilarious #autocorrect fails
0,they wanna bully inhuman
0,way towards prominent exasperate peaked tgmbnquee
0,know patronus think tell #shocking
3,confident never experience successes last yrs best hope another bournemouth #sad
0,especially comes voicing displeasure tell straight hold peace
0,#hypocritical considering #millions dollars took #horrible people spent
0,maybe break smaller bits space doesnt seem daunting
0,think girls girl #fraud #celebeffer
0,worst juror ever michelle you nicole biggest threat #bb
0,she winning war raging inside mind the desire love rolling something
3,our soldiers war zones held higher level rules engagement police officers
0,think monalisa respect anyone think ruffle feathers #thejail
3,you know love sober #sober #selenagomez #revival
3,hey find play history new #ios #applemusic #music #lost
0,have wee pop socks keep falling off inside shoes #rage
3,really planned making videos week then died phone broke truck died #depression took wondering karma
1,taking picture awkward smile nme picture day awkward smile nconclusion stop smiling n#pictureday #smile #ornot
1,the radio told lady gaga going country like beatles decided opera singing final albums
3,sad man leaves work little bit late worst fear did get stopped police #sad #ourworld
3,dates glove box pure panic excuse #gbbo
0,jamming fury math class wanting die hbu
0,#pakistan terrorist state carries #war crimes #india #terrorism #un
3,shoulder legit concern expects play reassuring games season shoulder problems
0,left wing panic hillary weak know revolution movement nothings going help left trumppence
0,when anger rises think consequences #quote #wisdom #anger
2,before year ends probably get master flu games true blues space jams
1,watch amazing live broadcast #lively #musically
0,room jokes hockey this serious business made teams fill tournament #outrage
0,drive home today heard censored version spirits the strumbellas guns replaced dreams just #awful #censorship
2,sunk meeting twins
1,breezy luvvvv
2,worry makes look problem god makes look promise #problem #promise #worry #fear #faith #god #theanswer #spiritu
3,extreme sadness
1,liver elated
1,the haunting favorite horror movie actually one favorite movies time matter genre
0,just watching crimewatch kind sick fuck touches year olds shit like makes fume
3,heads still ibiza body sat desk work #depressing
0,preordered the pale would paid phone call but would freaked said anything #shy
0,black female leo shot times died philadelphia where #outrage black people #sharpton #blm #thefive
1,love mother talking recent horrific murders exhausting really america feels
0,already gets aggravated fast like aggravate purpose
0,something cyber bully would say
3,nervous wreck omg
1,lol yeah read stayed nap tilli collect people think got
0,yeah hate air raid like oregon baylor offense fan ole miss one either
1,sparkling looks like gay vampire
0,growl
1,tones favourite chris pine stans love tones anything sweet summer child attack anyone hurts
1,start work tmrw yall nervous lol
0,this book fricking insane like holy crap #panic
0,was going get new #horror movie #tattoo tonight artist flaked time amp said done tattooing
2,past mistakes similar terror pretty remarkable
0,ever know change vibe ruined considered holding grudge
1,looking like heyday
3,ffs clan seriously never disheartened
0,trying home tonight run run that champs #sike #losers
0,most americans think media nothing government propaganda #lies #control #bs #riggedsystem #garbage #oreillyfactor
0,either look like raging bitch obnoxiously laughing something funny think middle ground
3,son friends facebook yet moping around house complaining one talk right son
3,great programme tonight #sad #upsetting #extremeworld
3,remembering day still know kpop thinking sad life without kpop fan
3,tremor #tremor
3,cannot follow not #party #fail #letdown
2,otherwise committing crime soul sober ppl know good bad
2,world wants #peace #terrorism #worldpeaceday #internationaldayofpeace
1,every time hear organ kick new break goofiest smile
0,imagine twitter fume corbyn loses election smith leads labour worse result suggested corbyn imagine
1,like cold gloomy weather
3,boys fall makes miss cheering friday nights much sooooo bad #bulldogslways
1,fret cool humans follow become instantly cool #bot
2,like keep grinding boy life change one year even dark sun shining somewhere
2,#america finding #gratitude amidst sadness frustration race #fear anger #racism remain hopeful earth fixer
0,shot black police woman typical looney toon thinking #hillary #divide #chaos
0,imagine bitter bias dating amp sending threats partner like that nasty and even know exist
1,halloween party coming soon #turnt #ruint #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens
0,#internationaldayofpeace want peace prepare war destroy terror states like pakistan
0,the book riteing wots happond made moor angry plese man hide eval deeds
1,ever put fist laptops screen time new one lmao #hp
1,gurls tribute #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow
1,all pleasing night the lane next round amp bring liverpool anfield #coys
3,butter walls nightmare
0,shot black police woman typical looney toon thinking #hillary #divide #anger #chaos
3,feel horrible accounting today physically mentally okay
1,found #marmite australia
0,ooooooooh god uuuugggghhhhhhhhh
1,happy birthday shorty stay fine stay breezy stay wavy
0,really hate mel sue they think hilarious awful
0,buses unreliable ticket app unable get two buses late work #fuming #useless reply
1,try asking cheeseburger onion amp mustard #mcdonalds #hilarious
1,with tired body mind sparkling teeth say followers good night apocalypse good luck #aspie
3,despondent
0,pakistan biggest victim terrorism nawaz sharif nreally biggest creator terrorism #unga
1,but guess sober
1,watching #bacheloretteau zoolander #samvrhys
1,probs spent grand total five minutes sober since sunday evening #freshers
3,ugh why asleep yet fml think low key afraid might miss something #sleeplessnight #sleepy
0,plus point queue loos any plus points nope think #sexism
0,women like girls resent looking great wish still looked like #washed
0,fuc ing job report news just another bully basket freedom fear
0,yes shocking islamophobic indias considering many muslims live
3,fellaini playing ahead guy let sink
3,knew going would definitely buy live texas play dfs depress
3,does anyone know sims dual sim phone locked network #worry
1,but pity #lively
0,the kid pool yelling get foot ass #shutup #parents #kids #horrible
3,sad truth
1,happy next class canceled tired
0,straight people even arse straight guys think means threesome fine
3,offend
3,troyler die gonna die n#troyler #sadness #fuckin lifeisnotafairytale
0,aidy physics question naidy gonna ask tristan cause wanna aggravate
1,even level rojo still manages play god damn awful #mufc
3,the moment day start plaster smile face #depression
2,learned years one mind made diminishes fear rosa parks #quotes #motivation
2,maybe asked study hard get job like that way dreadful
3,call pessimist think therapy fix whatever wrong anthony weiner
3,should stayed dubai
0,quite simply #worst #airline #worstairline ever used #shocking #appauling #dire #dismal #beyondajoke #useless
1,when friends send ballons fireworks text #amazing
0,someone set fire alarm angry middle moisturizing elbows
0,with months left possess undergraduate degree feel like handle adulthood anymore #nojobsinbiology
3,really wanna take advantage uofw gym shy
0,please tell protesting injustice requires #burning #beating #looting terrible optics #toussaintromain true leader
1,typical shake banana almond milk tbsp chia protein sometimes add ice fruit
0,making buddy cry bitch wait revenge
0,hate bakewell tart anything tastes almond essence horrid #gbbo
1,miami proficiency like pleasing name miami beaches pikxb
1,yet another night stayed
0,tells order ship sept arriving sept today #lies #terrible #whereismyfurniture
0,mourinho horrid
3,#ripkara could seen local mall school football games disheartened
0,folks flight going hour late departing inv ezy getting refund please #boiling
0,horrible person gag see people quote
0,guys use type language save raging
0,awe #cnn bias care people money
3,probably hunger depression dissociating equals weird time anything else
2,don let fear hold back want use power push towards goals fear action #fear
0,roy fiery
0,#gadot please put left turn signal williams ivan allen blvd this absolutely ridiculous #atltraffic #horrible
2,teens sons left car get haircuts praying storm make home safely #terencecrutcher
1,bet pawpaw good time rejoicing heaven first birthday
3,police atlanta rapper shawty killed fiery car crash
1,north america sweden exhilarating hockey ever watched wow mackinonns mitts silky #teamna #wch
3,when lose somebody close heart lose well #lost
1,really hitting flavors sparkling water rap but know tripping these half french spanish flavors
3,val nervous breakdown #floss #gbbo
1,cheering clapping assume
3,heartbeat forever stumbling memories things past #longing #loss #shape #form #sadness
0,bloody hell pam calm but could sworn something black amp hairy ran across carpet #perilsoflivingalone
0,turn shit home button accessibility nwhen innovation become mind fuckery #rage #iphonephonehome
3,heart heavy lost furry family members remembering max ozzie forever friends
2,want achieve level optimism
1,literally eat creamy pesto pasta topped grilled chicken sun dried tomatoes asparagus pine nuts every single day life
2,moving day #stress #hope
2,are #serious #fredsirieix lives peckham south london #love guru big
1,look forward hoping lots stetson tilting rueful looks whiskey glasses
0,ceo charity could reasonably expect attempt crudely inflame tensions
1,can start good day without cup tea #tea #day #goodday
0,some mexican ladies irritate fuck outta have lil preschool fucking kids welfare amp allllat smh
0,luv seeing man scowl face walking protein shaker clenching fists immediately stop suck dick
3,the sorrow grim reminder bad video games could get bit trigger happy times rip #mgs
1,chirp
0,nwe express deep concern suspension please reactivate never violated roles
0,remind twenty plenty #revenge
3,well stomach cramps make spin class easier why body hate digesting porridge much #spinning #sulk
3,feel like burden every day waste know get get discouraged wanna lay around
3,feels grim nails done
0,pathetic hated nicole cute amp showmance amp get one #bitter #uglycry #bbmichelle
2,#archangelsummit anyone brave last mins longer everyone else #leadership #fear
1,#nhlnycsweepstakes fun watching team north america cheering team canada
0,stay jaded everyone #terrible
0,someone kik montanashay #kikme
2,think may
0,world drives whoever assessed tenderhearted vulnerable build guards amp invigorate raging self defense mechanisms
1,jubilant hear word probably uses secret heard loud
0,dropped phone sink earlier sound everythin else works prepared life without music put earphones
1,literally feels happy sam
3,unhappy
0,actually offended naming fattening sandwich man died coronary disease likely due diet
1,great easy amp amazing nervousness turns adrenaline nhad concerts soloist
2,blessed mourn comforted
1,pleased meet you obviously know offers hand shake
0,ever compare scrubs ben shake whole throw
0,#afghanistan vice president sarwar danish slams #pakistan breeding #terrorism unga address #usa
0,sorry guys absolutely idea time cam tomorrow keep posted #fuming
