text,target,emotion
never make decision angry never make promise wisewords,2,optimism
user hats excellent tetris like ability pack passengers carriage train rush hour awkwardorgy bitter,0,anger
fw user hesitate speak mind,2,optimism
peplamb stevenfurtick comfort mourn console mourn zion give beauty ashes oil joy,1,joy
user seems like fight ready rage,0,anger
muslims kill people terrorism religion hindu kills muslim hindu terrorist hypocrites,0,anger
still shaking though,1,joy
point living optimist foolish enough believe best yet come' - peter ustinov quote,2,optimism
shantosh crazy would walk past talk person everyday never realizing suffering depression,3,sadness
come let's make em hate make em pout face,0,anger
huge congratulations nicole winning big brother user bb sorry sorry bbmichelle,1,joy
user thank fantastic evening brilliant show truly sparkling talent night quickly,1,joy
user user two ten times interesting particular afternoon goofballs could say worse umbrage,0,anger
user jesus heck awful,0,anger
may optimism tomorrow foundation today,2,optimism
zika hoax files deet part binary chemical weapon targeting brain toxin neurological uscitizens insect mammal,3,sadness
user happy us publication day riley excited everyone yet read amazing finalgirls twodaysfor,1,joy
jesus wept another rns rusty user quote 'price sensitive news price sensitive news' etc etc ramping,3,sadness
user 'i see ' huff,3,sadness
day milestone sober slept hours last night rather usual body made choice,3,sadness
know much longer play stupid heartbroken stupid sadness,3,sadness
user sorry burst bubble opposition research part every political campaign matter comes,3,sadness
he's seriously frustrating sometimes ugh,0,anger
user user serious character flaw nowhere close user,0,anger
user forest gate u could see bully cunt big bald cunt mates looked shock hit shit,0,anger
let's refuse live fear - c,2,optimism
day elated i'm taking pto tomorrow i'm doneeeee,1,joy
love see interacting itsbeensolong laughing,1,joy
hey user going go jail one day,0,anger
user think tomorrow ain't ready feels though,3,sadness
despair underneath every action neach every attempt pierce armour numbness ' -mgla,3,sadness
see smiling past like thinking nfind rest oh soul seas storms still know name n jesus n ilovejesus,1,joy
user beware fury weak king,2,optimism
one days mentalhealth anxiety agoraphobia panic depression ocd,3,sadness
still think njust check nif still hurts nyes selenophile,3,sadness
user agree latest polls,2,optimism
go away please i'm begging depression anxiety worry fear sadness ndreams joy baby found sits andisbench,3,sadness
user feel shy call friend sister,1,joy
mind dark room ndeveloping madness,0,anger
also awful nightmare involving sick worms involved disgusted woke,3,sadness
happy th user may u keep haunting us many years horror writing,1,joy
user nothing comical funny corrupt officers negotiating rand amount bribe,0,anger
need advice get rut depressing needmotivation,3,sadness
want watch netflix stuck class depressing,3,sadness
headed mdw w layover slc got food wrong move bailed food amp barely made user wannagetaway contest sad,3,sadness
user issues broadband bill charged month signed airtel,0,anger
'i'm angry i'm going make spend money ' - n primeday,0,anger
real sjw let america ni found us go get us ni let let ni rage lol n sergiosarzedo,0,anger
huddling flames ndon't let poetry scare nproduction wild n haiku,2,optimism
user user well cucks among ranks agree equally outrage black youths shot harambe,0,anger
final vestiges 's childhood dashed shoals hearing house cover tracy chapman's 'fast car' dayjob,3,sadness
sit back watch amp listen every thedemocrats amp dnc member quickly learn victimhood racism amp hatred i'm woke,0,anger
user switch host bullet rage,0,anger
user omg kidding thought pence bad go even farther,0,anger
user also never got replacement taxi forced get new one transport terrible twohourwait nohelp contd,0,anger
user probably way converse sounds funny can't suppress giggle,1,joy
bubble officially burst boys beat trophy glory wptmain bye,1,joy
user user ill kill u u bully,0,anger
user disney's animated musical film thelionking influenced williamshakespeare's hamlet songs eltonjohn,1,joy
horrible lewis dunk begun networking neo-geo holiday home mexico,0,anger
well evaluation came back minimally effective student test scores parcc sunk eval time quit teaching,3,sadness
user 'my mistakes ' grisk asked - well growl 'my mistakes meant could learn improve ',2,optimism
fucking tag pictures 'family first' cut years ago one,0,anger
user ummm blog says 'with simon stehr faking th' i'll expect investigation forthwith,0,anger
user way go london nice job electing muslim jihadist mayor good luck future terror attacks sadiqkhan,3,sadness
user haha horrific needs said glad i'm away spain sat missing game,1,joy
user snow pig that's hilarious lmaooo,1,joy
patriot rookie qb jacoby brissett start vs houston tomorrow nite n n'been learning process since got gotta ready go ',1,joy
user stayed hotel packed picnic lunches take road bettertogether user user user,1,joy
trump's magician nbut prestige keeps nothingburgers nand idiots keep foaming mouth packs,0,anger
told wife chance would sydney teams afl grand final response 'there's two sydney afl teams ' serious,2,optimism
ain't gold heart snap chat long depressing,3,sadness
afraid space dreams reality dream make,2,optimism
someone rudely says women long hair inner feminist tries rage,0,anger
user heard back back guess that's call blues amp got look sing tickle sacks version,1,joy
user cheer,1,joy
gutted dropped one earrings sink school,3,sadness
user heavy days given much needed levity thanks bro,1,joy
woke moody gon die today,0,anger
find initiative even thing revenge,0,anger
user say words radical islamic terrorist somehow make terror groups drop weapons,0,anger
tell people wrong stance want get mad start bullshit time,0,anger
even level rojo still manages play god damn awful mufc,1,joy
user think sadness felt strongly physically mentally feels like takes hard focus work mhchat,3,sadness
user stop presses user said proposed something racist,0,anger
teeth sunk vein poor woman 'accidentally' small problem engine outside --,3,sadness
geraldo large effortless intelligent entertainment fabulous fun-filled start hugely lucrative franchise praisefox,1,joy
bad kurt literally glee,1,joy
depression sucks,3,sadness
words cannot describe sheer pain blisters caused new sandals close going barefoot way home grim,3,sadness
people call pov kx make night hilarious,1,joy
blood boiling,0,anger
user user user half set twins resent,0,anger
threw sedate damn horse tranquilizer ',0,anger
user need take serious action terrorism sir,0,anger
michelle one worst players bb history bb bbfinale,0,anger
user user user fuc ing job report news another bully go basket freedom fear,0,anger
user gt strikes slap another advancing furious spitting every word 'dosph'natha waela lotha ligrr lu'dos gt,0,anger
sector - area full immigrant bangladeshi threat us nthey steal rape kill bully n savehindusinhindustan,0,anger
building shell command server combining user input executing shell client shudder,1,joy
user user taking offense acount ranks last years sabr,0,anger
user user right shld burn alive even better burn ur brothers,0,anger
hi berniebrocialists genders lived swingish state would w hesitation vote clinton amp would w 'supporting',2,optimism
user i'm sorry disappointment aaron could worth asking move seats happy sit exit bm,3,sadness
need study celebrities' birthdays bc heart almost stopped saw harrison ford trending relieved,1,joy
dream dropped iphone broke cry iphone,3,sadness
user fuck madden way harder,0,anger
maybe entire russian team test positive meldonium north americans get replace,0,anger
user thanks big bro shake bake helped,1,joy
user literally gloomy hour,3,sadness
user keep head clear focused let intimidate use children silence hate man,0,anger
ever really lonely phone keeps blowing pick respond people recluse issues,3,sadness
offend us want sound new,0,anger
life shows hundred reasons cry show hundred one reasons smile quotes user,2,optimism
user worst customer service lack professionalism service provider phoneprovider badbusiness terrible,0,anger
chiropractor time crackle pop chiropractor,1,joy
bloody hell pam calm could sworn something black amp hairy ran across carpet perilsoflivingalone nervous,3,sadness
lol little things like make angry x,0,anger
people's crying usually cry really gloomy,3,sadness
user east wind blue summer durban africa still surfed got stung badly must carefull-a sting harm,3,sadness
aidy physics question naidy ' ok i'm gonna ask tristan cause wanna aggravate her',0,anger
officialy adopting burhanwani hizbul terrorist pakistan n nawazsharif hv md cardinal mistake day tht'll haunt fr years unga,0,anger
user sir g g g coalgate scams parliament attack mumbai terror attacks despite intelligence input,0,anger
user ran data shiver,3,sadness
user thank much gloria sweet thoughtful made day joyful love,1,joy
user turn shit home button accessibility n nwhen innovation become mind fuckery rage iphonephonehome,0,anger
user user ni like thinking sadly - that's shed,3,sadness
wow season going goooooooooooooooooooooddddddddddd ahhhhh shocking intense,1,joy
want digital art bad dad let use ipad till exams,3,sadness
need sparkling bodysuit occasion case emergency sparkle suit,1,joy
'suddenly much amp feels like brother holding back way amp feels like horrible thing say' insightsbs,0,anger
dreams dashed divided like million stars night sky,3,sadness
user hurts much eat read somewhere marshmallows good bc soft irritate,0,anger
user holy shit hell happened lips fix shit mtv teenmom horrible,0,anger
' can't even tell u lie felt like u special till realized wassup left got u feeling dreadful ',3,sadness
months left possess undergraduate degree feel like can't handle adulthood anymore nojobsinbiology,0,anger
rappers stayed true game rich,2,optimism
user dreadful first half mention rashford would've got end couple balls pace,3,sadness
would mourinho talking lacazette worry club's players that's klopp wenger's job,0,anger
swear guy friends scaredy cats horror movies haunted houses wtf,0,anger
ugh asleep yet fml think low key i'm afraid might miss something sleeplessnight sleepy,3,sadness
wanna go work want money sad,3,sadness
user try place order plt website comes error still take money account fuming,0,anger
may may pulled legal card folks irritated,0,anger
user user lol sparkling wine,1,joy
user gunna make cry need glee day,3,sadness
user literally cracks see posts years ago later,1,joy
user offended tonys found way leave y'all,0,anger
delight lane tonight witness debuts young talent could backbone club coys,1,joy
user reaper became reaper find stories wiki thru comics animated shorts,1,joy
lmfao user 's racepimp tamron hall used words 'fscts' 'msnbc' sentence libtard biasedmedia neverhillary,0,anger
get parents literally see unhappy lately,3,sadness
'non-permissive environment' also called 'battleground' - milspeak hilarious,1,joy
follow user feed yesterday day gold trumpjr baffled,0,anger
user one game looking forward server issues spoiled game buy cm game,0,anger
user user oh hidden revenge anger rememberthe time rebutted,0,anger
takes smoke detector months stop beeping wondering lazy lol funny comedy laughs crackmeup hilarious,1,joy
u havent learned swim keep working denser less buoyant swimming scary also u cant swim,3,sadness
user i'd never leave couch excited weary,1,joy
user die depression,3,sadness
trump make america great plan exactly like first minutes movie childrenofmen n n cages terrorism refugees,0,anger
swear user blocks i'm going hit back,0,anger
sad evening - clearing harvey's cage belongings final goodbye little man depressing,3,sadness
courts really going frown upon butheremails defense trump impeached rest kremlin clan get jury,0,anger
impeach njust reminder - bratty infantile insecure man running country amp congress allowing throw tantrums,0,anger
user can't bully niall impossible,0,anger
trump afraid big bad hillary election presidentialdebate presidentialelection orangehitler skip hide coward fear,0,anger
'you dare threaten thor puny weapon ',0,anger
dates glove box' pure panic excuse gbbo,3,sadness
user russia russia russia know word gets old folks need work together dems tantrums,0,anger
super shitting tattoo,0,anger
mutual whos always online - user bc bully get sleep,1,joy
never find someone loved like love revenge,0,anger
everyone raging,0,anger
user know much movie sales amp forever future actors amp singers talking crap trump americans lost,0,anger
user i'm frowning intensely watch plastic memories,0,anger
hate answers need tomourssuck prayinsnotcancer angry,0,anger
user shocking,0,anger
user glad went well,1,joy
user may suggest meal made beans onions amp garlic day class revenge,0,anger
think amount hatred necessary commit type crime-it capital offense bail laws meant protect,0,anger
sick shit mad angry rowan atkinson dead bloody online hoax,0,anger
user got alarming,0,anger
user super sad especially talking real person bot makes feel real,3,sadness
quick note insta stories f expect read paragraph caption second,0,anger
feeling like grim reaper day hehehe n days pa,3,sadness
user user refs gt's favor tonight terrible,0,anger
rooneys fucking untouchable fucking dreadful depay looked decent ish tonight,0,anger
bad kurt literally,3,sadness
new play tonight pretty much blind run played game maybe got levels rage,0,anger
i'm absolutely love laurie hernandez adorable always cheerful,1,joy
duty calls,0,anger
mom's work discounted riot fest tickets days i'm saddened,3,sadness
obama doj destroyed usa charlotteprotest acts terrorism dating back ferguson terrorism treated,0,anger
nicole go somewhere warm tropical nme okay nnicole oakland n nwhy one life ever look map lost,3,sadness
user bloody right fume,0,anger
chopper lt lt dammit sink already gt gt,0,anger
user think need experience bit madness amp despair stuff makes us human,2,optimism
user trying go home tonight run nd run rd that's champs sike losers terrible,0,anger
lisa getting want time ultimately leave unfulfilled joyless,3,sadness
user watch ppl filled w impotent rage time - led anything,0,anger
user cannot dm follow party fail letdown,3,sadness
picked phone ' shocking,3,sadness
im really constipated depressing,3,sadness
good luck fury-haney players playing weekend future stars showcase frisco tx kgb g-town fury,0,anger
user i've found candice candace pout likes,1,joy
fb comments tweets make people realize black americans feel way,0,anger
said i'll say america really fortunate black people want equality revenge,1,joy
wanna sober u,2,optimism
user lel already know whole plot dont worry would warned man cid tho bitch slapped gabranths hand away,0,anger
user user user user he's jubilant hear word probably uses secret heard loud,1,joy
left maine sadness,3,sadness
apocalypse hit gym nothing thought would n neveryone wearing vests contagious,0,anger
user lemar even though wenger coy press conference,1,joy
user user got hacked gaming channel grim evil wood clowns yesterday september september today,0,anger
tmobile stores original note customer zero results what's going guys terrible customerservice hour waittime,0,anger
i'm pissed nothing happened eclipse nothing party,0,anger
see farrah gets rudeness mother horrible dr drew tonight women need help teenmomog,0,anger
shanghais chief distracting levity pampa - proper dingle carry away uudqujcia,3,sadness
user old age hope rest us destined become deatheaters nightmare,3,sadness
panpiper playing big river outside bridges sr outrage,0,anger
user brown waist coat,1,joy
draw scum must rubbing hands glee typical draw woolwich lot jammygunnerscum,0,anger
user depressed somebody calls long faced still automatically take umbrage,3,sadness
update yet hang user i'm still hopeful optimism,2,optimism
i'm soooo annoyed wait start morning,0,anger
get discouraged try fucking years contact lady gaga thousands tweets would see tweet,3,sadness
baby first temperature worry firsttimemum firsttimemom newborn baby sickbaby worry,3,sadness
love new show user,1,joy
queen bey smiling sixth afternoon,1,joy
maybe parents would understand fear indifference mom dad,3,sadness
user u know ion play shit bout weary brother,0,anger
hate gloomy outside always gets depressing mood,3,sadness
i'm point life i'm playing christmas music room need winter joyful times rn,1,joy
need advice get rut needmotivation,2,optimism
user sparkles proud little huff still posing mind,2,optimism
anxiety drain much energy anxiety sotired needtosleepforhours,3,sadness
user looks beautiful,1,joy
everything far away time short rest weary,3,sadness
user since fuck stand concert raging,0,anger
work sober,3,sadness
caroline ffs shut whinging last word tom unlikeable amp smartass biases r boring user user,0,anger
know make pakistan fear terrorist terrorism terrorstatepak,0,anger
last night stomach hurting today horrible headache never win,3,sadness
god's help israel isaiah u today afraid discouraged he's ur god strengthen help amp hold u,2,optimism
user user user user please could clouded passion emotion leads truth,2,optimism
people cheer sports teams completely outside new jersey pa piss,0,anger
user way watch nyc million dollar listing amp filter user episodes primadonna duckface tantrum,0,anger
ask every day nam ruled fear hatred ruled love sacred,2,optimism
user whats p minute charge insult injury,0,anger
user horrible experience satisfied low standards,0,anger
user wait get case ass donald trump called terrorism facts guess ok,0,anger
i'm pre happy arcadian run beat people scared,1,joy
user ask get apologies i've offended due respect alan think fed duff info,0,anger
user user included maximum sadness,3,sadness
children live ridicule learn feel shy,3,sadness
user aw make smile,1,joy
user thank shall mourn,3,sadness
prospect getting choked hot daddy tonight sorta cheering also kinda wanna watch new ahs episode lol,1,joy
fingers crossed finish work early enough friday time catch user lib nervous timetogrind,2,optimism
wine drunk worst version ffs even remember seeing basshunter,0,anger
ever really lonely phone keeps blowing pick respond people anxiety recluse issues,3,sadness
user user idiots like larry sanders scare us morons days rush judge police w facts yet fu thugs,0,anger
people stealing things work quite damper day going wear pajamas day,3,sadness
user rather someone could help concern clouded green eyes seen girl alone woods,3,sadness
fake people irritate,0,anger
user user user easy breezy beautiful,1,joy
lmboo using nephew meme hilarious,1,joy
defendant greets bench cheery 'hello ' late arriving court collecting methadone script swansmags,1,joy
user tried get earlier flt day user turnd away bcuz late agent let pas silvereliteleftbehind,3,sadness
want like eunice relentless,2,optimism
user happy help anything please hesitate ask - thanks - james k,1,joy
i'm nervous could puke body temp rising ha ha ha ha ha,1,joy
user wot insult,0,anger
thankful mother nature's help 'watering ' downside legs protesting ouch snap crackle pop rice crispies legs,1,joy
user rhobh want assume affair married criticize user awful,0,anger
user android app designed buggy work sporadically fire tv box shocking,0,anger
always borrow money pessimist expect paid back,2,optimism
guess stayed incase someone called never like knew already mistakes made,3,sadness
even user ref k fraud still treat like dirt returned calls apology shocking customerservice user user,0,anger
anyone noticed user stories recent days paint positive accomplishments trump challenges hillary surprised sad,3,sadness
concern mine big name fa like malik tell big potential fa's steer clear franchise till gus gone,3,sadness
windy glad ride bike fear wind,1,joy
holding close wrapped hands around shoulder holding they're smiling i'm still living,1,joy
user user user entire team coaches played coached scared jumpstreet intimidated,0,anger
hospital elouise's waters gone labour littlesister superexcited,1,joy
user tv room,3,sadness
cry whenever call mico chan,3,sadness
yet still deaths road rage amp violations road despite widely accepted concept 'personal accountability' driving,3,sadness
thing living near campus summer ghost town everyone back im annoyed,0,anger
well seeing eclipse amazing really cool even though lasted mins,1,joy
user go back end year look swag marketed include last years training camp guide depressing,3,sadness
user maybe test see readers need interpreters - apparently offended rude disgusted,0,anger
horrid see move let's rewrite history he's best servant hughes none shone,2,optimism
user use f word much need people may start listen,2,optimism
user user think might sadly late user user,3,sadness
user sweet,1,joy
user 'pleased meet obviously know ' offers hand shake,1,joy
worrying worried n peter nthrow worry cares faith leadership worry mindfulness success,2,optimism
zero help user customer service pushing buck back forth promising callbacks happen loathing,0,anger
user user y'all remember mlb tried futuristic jersey,1,joy
user omg nan hayworth person come send back sad bad,3,sadness
importing shit new want take steps necessary get sit pout japan always done,0,anger
user yessir also cheering sweden bc lundqvist,1,joy
engine runs fuel called whining - n nu jst hv b observant nhar din rona dhona amp complain nhappy news makes unhappy -,0,anger
one wants win wild card play cubs road,1,joy
year ends i'll probably get master flu games true blues space jams,2,optimism
user id fuming,0,anger
ang cute ni grim reaper omg,1,joy
user fucking cursed feheroes unit i've ever displeasure seeing,0,anger
unforgiveness lives dark,3,sadness
cnn really needs get propaganda business seconds usn fallen soldiers tragedy right back spewing hatred potus,0,anger
obamalegacy - weekly riots terror attacks gt k dead syrians jews fleeing persecution europe christian genocide,0,anger
near kitchen unfortunately cannot cooking snap series,3,sadness
offense love k culture u love want bbs personally want get know country's-,2,optimism
know final day summer finale user sadness,3,sadness
future fill existential dread even real person,3,sadness
drunk hid keys well sober find anywhere,3,sadness
serious problems expectation private philanthropy replace functional government services dangerous,0,anger
user promised live tweet user user brought user furious action ftw,0,anger
user looking forward div next year user leictershireaway therey,1,joy
blues bob haddrell amp guests nfri rd sep pm - pm blues free tunbridgewells,1,joy
dark dense exhilarating come finale hellorhighwater gripping watch,1,joy
fuck user let us go splendid isolation,0,anger
one wants chubby scarred toy hurting,3,sadness
try find good negative negative turn good n anxietyrelief openminded,2,optimism
roommate turns sink foot avoid germs guy says 'your roommate feet girl i'm sorry' plz help nightmare,3,sadness
azerbaijan baku azerbaijan prevent another armenian provocation russia,0,anger
user weeks problems week unbelievable -- guys even running regular buses awful solate,0,anger
hello need grumpy cat leggings p mmmkay adorable cute infj,1,joy
gameofthones top next week heartbreaking,3,sadness
user user love irontekfit protein shake morning yoga esvoxbox,1,joy
worries masters - haddon robinson user jesusisthesubject anxious,2,optimism
obama's offices 'organizing action' teaches theresistance protesting civildisobedience treason lockhimup ofa,0,anger
get shot lingys face time pretty sure would red hair pretendinghesok ruok aflcatsswans,3,sadness
life short hide feelings afraid say feel,2,optimism
kokobop weird name nbut remember said lit growl exo i'm accepting name,2,optimism
lose somebody close heart lose well lost,3,sadness
user ill vip tickets can't wait meet never met famous person admire nervous,1,joy
lt ---- moment finish netflix series nothing else watch depression,3,sadness
user user user user even painting orange terrible election,0,anger
wear black amp mourn lil',3,sadness
user haunting favorite horror movie actually one favorite movies time matter genre,1,joy
unruly kids morning nothanks ripping flower beds roots parents watch shocking,0,anger
thanks ripping luthansa enough one way flight man frk bag free gate awful,0,anger
she'll bribing parents hearty laughter giggles loveet,1,joy
support local firefighters help ensure able carry job tonight without fear attack harassment nifrs,2,optimism
hell breaking loose charlotte charlotteprotest anger looting,0,anger
wake dream laughing something stupid makes laugh hilarious,1,joy
imagine many ksones crying right getting tickets meanwhile isones dont even get chance go war tickets,3,sadness
hour football practice boiling sun hr volleyball practice boiling sun,0,anger
user user user user indeed amp sadness unavoidable mhchat,3,sadness
can't wait listen new single 'mystery' new album newmusic newsingle newalbum popmusic dark,1,joy
user he's still fuming massive failure g meeting gravity junior's fuckup hit yet,0,anger
user earpiece feeds gruelling questions irate news editor,0,anger
bls depress blake,3,sadness
angry,0,anger
summer sale bogo everything retail showroom valid thru mix amp match equal lesser value bogo ragegrafix,1,joy
user depth sunk readership deserves,0,anger
user least smile little holy crap twiggy,0,anger
gifs ios messaging app hilarious,1,joy
user - user occupied one full lane toll collection permanently resulting traffic snarl everyday link road,0,anger
july th vienna ghassemlou amp fellows terror agents iranian regime n iran terrorism n twitterkurds,0,anger
jimmy carr makes want cry cry shiver,3,sadness
different afraid keep calm,2,optimism
never afraid start,2,optimism
bang gordon brown accused abusing gazillion rabid parrots,0,anger
remember rooney wanted leave united fans threaten kill man bare junk wanna regretting,0,anger
shitty worst feeling ever depressed anxiety,3,sadness
get close dark inside,3,sadness
user user user user user comparing akshay sir zandu balm insult akshay sir,0,anger
wake somewhere else know arsehole pressed button,0,anger
fed false info user mini store pls hire franchise ur mini stores serve customers threaten force,0,anger
watching video realizing i've gotten uglier depressed,3,sadness
user coloured hair bright red dodgy fringe dreadful nophotos thankgoodness betterblonde,1,joy
user really hope writers decide give us return mcdanno love w resentment amp animosity fingers crossed,2,optimism
user i'm starved content i'd take i'd def pout,3,sadness
hello puss puss puss puss afraid,2,optimism
user thought everyday glee day,1,joy
user user drugged raped women least barb sober consenting,0,anger
note self stop going 'just drink' week never hurting,3,sadness
user sadly least years point even low info selfie lovers voted say enough enough,3,sadness
everytime think life getting better never comes sadly,3,sadness
loved even everyone told bad choice wish stayed away,3,sadness
user unless concern people figuring wtvr reason see tweet things,0,anger
focus issue ipca user indulges intimidation user user user user stopcruelty,2,optimism
know much hurts see best friend sad,3,sadness
inner conflict happens odds honor values priorities anger innerconflict conflict values,0,anger
media debate politicians blame ground feels amply clear india stands defeated terror breaking,0,anger
featuring grilled halibut lime basil crust yellow tomato lobster coulis yummy seafood,1,joy
go restless,3,sadness
people talk words sting handle differs like change culture bedifferent,2,optimism
fucking hell rush damn train also use fucking min wait still sweating rage smrtruinslives,0,anger
watch amazing live ly broadcast user lively musically,1,joy
last week cn i'm gonna sad leave also first planned break since going animation,3,sadness
watched movie friend request awhile ago dark cold night one bad choices i've ever made nightmare,3,sadness
user sadly enough names whole farewell tour situation would make shy away good value b et,3,sadness
user buses unreliable e ticket app unable get two buses late work fuming useless reply,0,anger
user user secret personal dislike trump amp animosity always present magnified bigotry racism etc,0,anger
user phone booking system poor,0,anger
kik want swap pics post account anonymously wish kik vsvplou kik kikme snap nudes tits snapchat,0,anger
certain section threaten war spit fire brimstone time hear words restructuring self-determination,0,anger
feel blessed work family nanny nothing love amp appreciation makes smile,1,joy
i'm afraid love i'm afraid loved back,3,sadness
user actually maybe supposed die donation saved lives,3,sadness
user chelsea anything possible haha i'm fuming bet,0,anger
like really fucking asked,0,anger
user jalf london internet tonight going furious,0,anger
hours hell anxiety point i'm convinced i'll never get site job play keyboards live,0,anger
life short jealous hating keeping mess worrying things concern,2,optimism
drink two im still somewhat sober,1,joy
user funny hurry plenty time stop threaten people,0,anger
idk tiff always alarm rings everyday,0,anger
houston might lose coach tomorrow midnight yikes,3,sadness
user user that's fucking outrage yeah frowny-face rating exactly cover,0,anger
people trying hard hate cam newton without understanding position,0,anger
watching lots tv conclusion whataloadoftat depressed afternoon tv,3,sadness
lighter note ngg nkaissery amp total man rate jubilee losing votes,3,sadness
le depressed l hate xdddd sad depress loner emo,3,sadness
user user care less gotham watched since mid point season,0,anger
pretty upset people bashing user user cast 'the know' catering kids instead gamers lost respect,3,sadness
user user accounts poor first half started showboating game safe,0,anger
tmobile stores original note customer zero results what's going guys customerservice hour waittime,0,anger
user yes think held grudge,0,anger
im also definitely still bitter yellow ranger asian asian representation hollywood essentially shrug anyway,0,anger
cant alone,3,sadness
u get oreo shake burger king,1,joy
jeff gonna cope kc diagnosed serious illnesses morning amp spent ailments chemist,0,anger
user rhobh want assume affair married criticize user,0,anger
i'm angry,0,anger
shoutout drunk man bus pissed bottle seats grim,0,anger
dogs making ridiculous sounds right like high pitched gargle-y growl,0,anger
people never achieve goals afraid fail,3,sadness
user silence complicity obviously problem russian interference sad russianhacking treason,3,sadness
circle k dead hate new slushie machine irate livid,0,anger
ecosystem meant break thru wall apprehension easy follow fave music star amp watch goings dentists,2,optimism
user user haha actually doggies i'm barracking anyone gws bitter,0,anger
user user user anychance addressing communication sent yesterday still contact shocking,0,anger
try find good negative negative turn good n anxietyrelief optimism openminded,2,optimism
user even beef sara let anger get best sagin friends long,0,anger
user please get sebstian gorka tv whole trump admin needs stop deflecting talking hillary awful,0,anger
think i'll sad today years later im getting sadness,3,sadness
dunno going yorkshire scare grounds lasted minute alton towers one running fire exit crying,3,sadness
user momma worse tony sopranos momma wow history major,0,anger
accepted flaws one use - user quote mentalhealth psychology depression anxiety,2,optimism
go wrong ni lost friend nsomewhere along bitterness n,3,sadness
user fucked coupon goal,0,anger
galaxy global eatery terrific like free stuff lyft gets free code oath,1,joy
user apparently u left calling card address cos certainly address u supposed delivering awful,0,anger
user best make horror story,1,joy
important characteristic leadership lack activism equity revolution,2,optimism
user user noah ark terrific design,1,joy
user user falter katli,0,anger
user user annoyed good loving fans onision including really annoyed people cheerful,0,anger
reverse half way woods collect dog n i've never even reverse parked life,0,anger
nwe express deep concern suspension n mohammedsomaa please reactivate never violated roles user,0,anger
three retweets dumb fox shit one original tweet blatant lie scrotus morning--nada wretched offspring,0,anger
officer hero dogs instagram adorable doglovers,1,joy
user wow i've spotted cutest human alive blessed,1,joy
there's many things care many things speak heaviness even released,3,sadness
user user user religious game inuit women play - first one laugh breathless losses,1,joy
i'm getting use phone sad,3,sadness
user thought disgusting man sink lower-like hillary depravity character bottom,0,anger
' nmichael carrick struck back net much delight pressure man u fanz mou,3,sadness
user yes lia join dark side,1,joy
user bottled deleted picture scared,3,sadness
get shot lingys face time pretty sure would red hair fuming pretendinghesok ruok aflcatsswans,0,anger
user could put show air disrespectful many mums families,0,anger
user user user hey jayme burning cuz talking going tomorrow,0,anger
ever really irritated someone u love like god damn ur makin angry love u forgive u i'm angry,0,anger
sting damn earnest early morning listening,1,joy
think finally admit need see dentist little bit toothache last night fear scared phobia,3,sadness
user it'll like burning rap albums they'll buy first gosh darn get rid,0,anger
user sorrow world produces death,3,sadness
can't sleep awake hours still come answer stressed cantsleep sotired,3,sadness
arrive office day first ever festival internet panic,3,sadness
went deep thoughts started shaking real deal upset point anxiousness,3,sadness
flight delayed numerous times provided snack cart horrific,0,anger
ain't sunshine away,3,sadness
user user fun funniest person funsville much hilarity usual thank,1,joy
somebody braved storm brewing,2,optimism
user sadly war often factor jump starts us economic growth,3,sadness
user concerned pakistan's internal affairs terrorism state amp economic policy terroristnation,0,anger
monsoonuk ordered pm last night paid next day bother fufill order working days refund,0,anger
hope instinct reasoning human mind could kill animal never knew despair,2,optimism
let us look back anger forward fear around awareness james thurber,2,optimism
user thnx fan,1,joy
user user user user ring ring roses isto plague im sure offend someone,0,anger
lonely alone feeling one cares alone depressed anxiety,3,sadness
muggymike revenge oh dear,0,anger
northampton awful,0,anger
work going kill o'clock nowhere near,3,sadness
matter much user lights forest end getting lost n zescoforest n ssbola,1,joy
click download pc message says 'thank downloading itunes nso where's download frustrated,0,anger
untypical kinda friday dull,3,sadness
user user god user full shilling seriously need major rethink lab gove lifetime sad,3,sadness
user user sad making children vulnerable terror,3,sadness
knew magnus bane teary eyes trembling lips would downfall,3,sadness
archangelsummit user anyone brave last mins longer everyone else leadership fear,2,optimism
happiness choice life pleasing everybody aldub ndweeksary,2,optimism
best kind self harm mind depression,3,sadness
suicide blast killed people cameroon bomb attack security explosion,3,sadness
mima tremendous bringing noise,1,joy
jeremyvine take slightly dull subject makes tediously boring actually want rip throat,0,anger
anyone spoils fucking shows haunt afterlife help god,0,anger
that's fucking horrific defending schalke,0,anger
user thread bunch putin lovers rejoicing video posted iranian state television sad,3,sadness
omg actually thought going jump southpark southpark,1,joy
prayers amp protection brothers sisters fighting charlotte machines,2,optimism
user musician tell people get discouraged learning shitty instruments anything else,0,anger
user i'm serious dm i'll tell u,2,optimism
user telling racist bigots always resort insult 'fag' like that's worse racist bigot,0,anger
user contention hosting user nation camden empty,3,sadness
user agreed tessie dropkicks playing outside gameplay awful,0,anger
depressing part ill taste goes,3,sadness
dro teeth still fine tho insecure,2,optimism
fuck people smile back corridors,0,anger
peoplelikemebecause unknown reason try discourage,0,anger
user crowgirl also wear whatever hell want,0,anger
user dilemma blaiming everything bushes acting gleeful endorsement election trump,0,anger
one clients said look reminded kim kardashian oh shoot hey watch nnot bad okay flattered,1,joy
user oh definitely saw snap colour looks great,1,joy
